id,name,gis_id,lat,lon,utm_x,utm_y,edar_name,edar_code,ind_id,capt_id,delete
822,pt1650,1650,41.10314418,1.195942295,348509.3106,4551775.347,,,24,,no
823,pt1652,1652,41.19870289,1.244393188,352791.9926,4562301.108,,,582,,no
824,pt1654,1654,41.12306467,1.173780482,346694.6148,4554025.682,,,23,,no
825,pt1656,1656,41.13413427,1.170879044,346476.8513,4555259.737,,,22,,no
826,pt1658,1658,41.21390653,1.255242684,353735.6344,4563970.712,,,30,,no
827,pt1660,1660,41.13242626,1.145848174,344371.8042,4555114.554,,,18,,no
828,pt1662,1662,41.21812595,1.148624607,344807.3312,4564624.035,"EDAR SELVA DEL CAMP, LA",ES9431450003010E,33,,no
829,pt1664,1664,41.14588481,1.169687498,346404.2634,4556566.383,,,21,,no
830,pt1666,1666,41.13890616,1.142206222,344081.4528,4555840.469,,,17,,no
831,pt1668,1668,41.18563472,1.004142265,332612.5755,4561284.828,,,9,,no
832,pt1670,1670,41.22646873,1.264434864,354534.1005,4565349.949,,,29,,no
833,pt1672,1672,41.15154748,0.999121738,332104.4607,4557510.072,,,7,,no
834,pt1674,1674,41.15694045,1.16591952,346113.9121,4557800.438,,,20,,no
835,pt1676,1676,41.20306856,0.991492807,331596.3459,4563244.797,EDAR ALFORJA,ES9430090001010E,,,no
836,pt1678,1678,41.14260724,0.937121481,326878.1369,4556638.975,,,3,28,no
837,pt1680,1680,41.19582488,1.359596731,362446.1741,4561792.968,,,,,yes
838,pt1682,1682,41.11245688,1.007225517,332685.1633,4553154.585,EDAR MONTBRI?Ù DEL CAMP,ES9430880001010E,5,,no
839,pt1684,1684,41.14871452,1.102140138,340742.4126,4557001.932,,,15,,no
840,pt1686,1686,41.1632715,0.987305277,331142.9799,4558834.558,,,,,yes
841,pt1688,1688,41.20945651,0.96910808,329735.9571,4563997.608,,,,,yes
842,pt1690,1690,41.21928256,1.308786942,358236.0799,4564478.852,,,53,,no
843,pt1692,1692,41.25758446,1.587874992,381700.0968,4568313.481,"EDAR ARBO?Á, L' (GORNAL)",ES9080580004010E,65,,no
844,pt1694,1694,41.45436569,1.200979646,349740.3218,4590759.94,,,,,yes
845,pt1696,1696,41.43124172,1.098096617,341090.4051,4588376.387,,,,,yes
846,pt1698,1698,41.2290427,1.096354132,340452.0613,4565930.681,,,,,yes
847,pt1700,1700,41.24149301,1.284826479,356276.2085,4566984.023,,,,,yes
848,pt1702,1702,40.88950181,0.725305045,308368.2399,4528981.631,"EDAR PERELL?Ù, EL",ES9431040002020E,,,no
849,pt1704,1704,40.99740644,0.753527615,311053.9896,4540899.824,,,,,yes
850,pt1706,1706,40.98390919,0.791075382,314174.3621,4539320.748,,,,,yes
851,pt1708,1708,41.13384351,0.959015503,328692.8326,4555622.694,,,,15,no
852,pt1710,1710,41.13823461,0.912178479,324773.0897,4556203.426,,,,,yes
853,pt1712,1712,41.19813973,1.047043605,336241.9671,4562591.474,,,,,yes
854,pt1714,1714,41.14851439,1.090036229,339726.183,4557001.932,,,14,,no
855,pt1716,1716,41.12933514,1.116534495,341903.8179,4554824.188,EDAR REUS,ES9431230006010E,,,no
856,pt1718,1718,41.11832476,1.163536886,345823.5608,4553517.542,,,19,,no
857,pt1720,1720,41.12907772,1.023152115,334064.3321,4554969.371,,,6,,no
858,pt1722,1722,41.16043156,1.021344793,333991.7443,4558453.761,,,8,,no
859,pt1724,1724,41.16289492,1.11917103,342205.6412,4558545.226,,,16,,no
860,pt1726,1726,41.16978616,1.234782352,351920.9386,4559107.084,,,28,,no
861,pt1728,1728,41.18153752,1.233601331,351848.3508,4560413.73,"EDAR POBLA DE MAFUMET, LA",ES9431090001010E,31,,no
862,pt1730,1730,41.21562739,1.197183632,348872.2497,4564261.077,,,32,,no
863,pt1732,1732,41.21094895,1.232810234,351848.3508,4563680.346,,,,,yes
864,pt1734,1734,41.26082901,1.16128215,345968.7365,4569342.479,,,35,,no
865,pt1736,1736,41.39276642,1.279118594,356131.0328,4583788.178,,,51,,no
866,pt1738,1738,41.27848005,1.244856583,353009.7561,4571157.265,,,39,,no
867,pt1740,1740,41.33986496,1.28311486,356348.7963,4577908.271,"EDAR PLA DE SANTA MARIA, EL",ES9431080001010E,40,,no
868,pt1742,1742,41.30539275,1.127082394,343210.3989,4574351.289,,,,,yes
869,pt1744,1744,41.33369032,1.17918498,347638.2566,4577400.13,,,,,yes
870,pt1746,1746,41.37745065,1.176228639,347493.0809,4582263.758,,,,,yes
871,pt1748,1748,41.42581311,1.216571133,350977.2968,4587562.934,,,,,yes
872,pt1750,1750,41.47736353,1.278620781,356276.2085,4593181.332,,,,,yes
873,pt1752,1752,41.42016422,1.189799656,348727.074,4586982.202,EDAR SOLIVELLA,ES9431470001010E,,,no
874,pt1754,1754,41.38831473,1.080428034,339508.4195,4583642.995,,,,,yes
875,pt1756,1756,41.39789937,1.067123546,338419.7502,4584731.867,,,44,,no
876,pt1758,1758,41.39419143,1.041184835,336241.9671,4584368.91,,,,,yes
877,pt1760,1760,41.19124946,1.359710975,362446.1741,4561284.828,,,52,,no
878,pt1762,1762,41.21914482,1.344293329,361212.181,4564406.26,,,,,yes
879,pt1764,1764,41.26508451,1.356131085,362300.9985,4569487.662,,,,,yes
880,pt1766,1766,41.30210457,1.384680305,364768.9847,4573552.783,,,,,yes
881,pt1768,1768,41.34293919,1.35937955,362736.5255,4578126.045,,,59,,no
882,pt1770,1770,41.4761006,1.389929439,365567.4509,4592862.11,,,,,yes
883,pt1772,1772,41.24176166,1.568075741,380012.4293,4566584.004,EDAR BELLVEI,ES9430240002010E,,,no
884,pt1774,1774,41.2706636,1.526713338,376600.8012,4569850.619,,,64,,no
885,pt1776,1776,41.26423631,1.642106687,386254.9828,4568979.522,,,,,yes
886,pt1778,1778,41.2785769,1.638342548,385964.6315,4570576.534,,,,,yes
887,pt1780,1780,41.27254944,1.626334795,384948.4018,4569923.211,,,,,yes
888,pt1782,1782,41.39073714,1.458804698,371149.6147,4583280.038,,,,,yes
889,pt1784,1784,41.32603887,1.671181586,388795.5569,4575803.118,,,,,yes
890,pt1786,1786,41.39210306,1.673309848,389085.9082,4583134.855,,,75,,no
891,pt1788,1788,41.25908436,1.765252184,396562.4548,4568253.607,,,,,yes
892,pt1790,1790,41.29680563,1.872912771,405635.9337,4572318.729,,,81,,no
893,pt1792,1792,41.31618755,1.725149738,393296.0024,4574641.655,,,84,,no
894,pt1794,1794,41.34025943,1.714269788,392424.9484,4577327.539,,,85,,no
895,pt1796,1796,41.2984842,1.780982191,397941.6236,4572609.094,,,86,,no
896,pt1798,1798,41.31293971,1.787650392,398522.3263,4574206.106,,,87,,no
897,pt1800,1800,41.348722,2.046419123,420226.0878,4577908.271,,,94,,no
898,pt1802,1802,41.35657467,2.047172286,420298.6756,4578779.368,,,,,yes
899,pt1804,1804,41.38749451,2.070162026,422258.5471,4582191.166,,,99,,no
900,pt1806,1806,41.4066306,2.012572099,417467.7502,4584368.91,,,104,,no
901,pt1808,1808,41.4359,1.994751986,416015.9936,4587635.525,,,112,,no
902,pt1810,1810,41.3978744,1.983181655,414999.7639,4583425.221,,,,,yes
903,pt1812,1812,41.47290257,1.964623476,413548.0073,4591773.238,,,598,,no
904,pt1814,1814,41.46147265,2.003048844,416741.8719,4590466.592,EDAR RUB?Ï,ES9081840001010E,113,,no
905,pt1816,1816,41.46879124,2.017714309,417975.865,4591265.098,,,585,,no
906,pt1818,1818,41.49176187,2.027802279,418846.919,4593805.799,,,114,,no
907,pt1820,1820,41.59306587,2.02279988,418556.5677,4605057.474,,,117,,no
908,pt1822,1822,41.42635227,1.815947172,401062.9003,4586764.428,,,,,yes
909,pt1824,1824,41.39265333,1.721920222,393150.8267,4583134.855,,,139,,no
910,pt1826,1826,41.45868957,1.664131441,388432.6177,4590539.183,,,,,yes
911,pt1828,1828,41.47441413,1.611648763,384077.3478,4592353.97,,,148,,no
912,pt1830,1830,41.48301898,1.7340571,394312.232,4593152.476,,,151,,no
913,pt1832,1832,41.5120866,1.702176691,391699.0701,4596419.091,,,152,,no
914,pt1834,1834,41.55038669,1.677911383,389739.1987,4600701.987,,,,17,no
915,pt1836,1836,41.52028034,1.566301692,380375.3685,4597507.963,,,,,yes
916,pt1838,1838,41.58770655,1.682375274,390174.7257,4604839.7,,,160,,no
917,pt1840,1840,41.56885531,1.635746208,386254.9828,4602807.139,,,,,yes
918,pt1842,1842,41.63580023,1.655218117,387994.3423,4610214.216,,,,,yes
919,pt1844,1844,41.58705048,1.57266276,381028.6589,4604912.291,,,165,,no
920,pt1846,1846,41.59719251,1.547181051,378923.6118,4606073.754,,,,,yes
921,pt1848,1848,41.58937597,1.498587815,374858.6933,4605275.248,,,166,,no
922,pt1850,1850,41.55660947,1.492851201,374317.0237,4601645.676,,,,,yes
923,pt1852,1852,41.71722785,1.526155931,377399.2674,4619430.582,EDAR CALAF,ES9080310001010E,,,no
924,pt1854,1854,41.48438419,1.933139567,410934.8454,4593079.884,,,,,yes
925,pt1856,1856,41.51254379,1.937896404,411370.3724,4596201.317,,,,,yes
926,pt1858,1858,41.54059853,1.931345849,410862.2576,4599322.749,,,174,,no
927,pt1860,1860,41.58065501,1.983802439,415290.1153,4603717.121,,,,,yes
928,pt1862,1862,41.56869227,1.796810112,399683.7316,4602589.365,,,185,,no
929,pt1864,1864,41.50872197,1.8144474,401062.9003,4595910.951,,,178,,no
930,pt1866,1866,41.61299135,1.84477418,403748.6501,4607452.992,,,603,,no
931,pt1868,1868,41.64647891,1.858994142,404982.6432,4611155.156,,,196,,no
932,pt1870,1870,41.71485567,1.831608316,402805.0083,4618777.259,,,212,,no
933,pt1872,1872,41.72705668,1.748477348,395909.1643,4620229.088,,,210,,no
934,pt1874,1874,41.69405499,1.607807223,384149.9357,4616744.698,,,,,yes
935,pt1876,1876,41.7686601,1.78696741,399175.6167,4624802.349,,,215,,no
936,pt1878,1878,41.76008364,1.662264091,388795.5569,4624003.843,,,,,yes
937,pt1880,1880,41.79659201,1.769840883,397796.4479,4627923.782,,,216,,no
938,pt1882,1882,41.80761063,1.760891806,397070.5696,4629157.836,,,,,yes
939,pt1884,1884,41.82324213,1.755346189,396635.0426,4630900.031,EDAR S?‹RIA,ES9082740001010E,220,,no
940,pt1886,1886,41.83226026,1.742933197,395618.813,4631916.312,,,221,,no
941,pt1888,1888,41.84439962,1.717340082,393513.7659,4633295.549,,,222,,no
942,pt1890,1890,41.8721901,1.577687878,381970.7302,4636563.735,,,,,yes
943,pt1892,1892,41.85680939,1.716217612,393441.1781,4634674.787,,,,,yes
944,pt1894,1894,41.91806568,1.698359147,392062.0093,4641498.383,EDAR CARDONA,ES9080470002010E,,,no
945,pt1896,1896,41.93538446,1.726900771,394457.4077,4643385.761,,,,,yes
946,pt1898,1898,41.91973607,1.672939938,389956.9622,4641716.158,,,,24,no
947,pt1900,1900,41.93245057,1.642032947,387416.3881,4643167.987,,,,,yes
948,pt1902,1902,41.94345283,1.578750849,382190.0642,4644474.633,,,235,,no
949,pt1904,1904,41.95351596,1.546998062,379576.9023,4645636.096,,,234,,no
950,pt1906,1906,41.97848048,1.609513674,384803.2262,4648321.98,,,,10,no
951,pt1908,1908,42.16660092,1.595734611,384004.76,4669228.319,,,239,,no
952,pt1910,1910,42.18123075,1.562889746,381319.0103,4670897.922,,,240,,no
953,pt1912,1912,42.215427,1.688751833,391771.658,4674527.495,,,,,yes
954,pt1914,1914,41.72046071,1.869030675,405926.285,4619357.99,,,243,,no
955,pt1916,1916,41.66688292,1.928224514,410776.0595,4613346.511,,,,,yes
956,pt1918,1918,41.73772038,1.895787266,408176.5078,4621245.368,,,,,yes
957,pt1920,1920,41.81350127,1.959156131,413548.0073,4629593.385,,,254,,no
958,pt1922,1922,41.85147797,2.06259818,422185.9592,4633710.934,,,,,yes
959,pt1924,1924,41.83711407,1.96751594,414273.8856,4632206.677,,,255,,no
960,pt1926,1926,41.85022766,1.971677148,414636.8248,4633658.507,EDAR AVINY?Ù,ES9080120001010E,,,no
961,pt1928,1928,41.87841552,1.979973327,415362.7031,4636779.939,,,,,yes
962,pt1930,1930,41.95473108,2.034811243,420008.3243,4645200.548,,,,,yes
963,pt1932,1932,42.08268861,2.065630581,422717.6549,4659379.463,,,263,,no
964,pt1934,1934,41.97501705,2.022239281,418992.0947,4647464.71,,,,,yes
965,pt1936,1936,41.82919763,1.88984585,407813.5687,4631408.172,,,,,yes
966,pt1938,1938,41.88706789,1.857347512,405200.4067,4637868.811,,,,,yes
967,pt1940,1940,41.89326021,1.888737089,407813.5687,4638522.134,EDAR NAV?«S,ES9080180002010E,265,,no
968,pt1942,1942,41.92198881,1.88473713,407523.2173,4641716.158,,,,,yes
969,pt1944,1944,41.98390884,1.824949063,402659.8326,4648657.378,,,,,yes
970,pt1946,1946,42.0223401,1.989950776,416378.9327,4652750.059,,,,8,no
971,pt1948,1948,42.16411513,2.055360577,421968.1957,4668429.813,,,,,yes
972,pt1950,1950,41.99458218,1.886976074,407813.5687,4649773.809,,,587,,no
973,pt1952,1952,42.00242638,1.88683936,407813.5687,4650644.907,,,269,,no
974,pt1954,1954,42.01943062,1.887419539,407886.1565,4652532.284,EDAR GIRONELLA,ES9080920002010E,,,no
975,pt1956,1956,42.01633916,1.905883818,409410.5009,4652169.327,,,,,yes
976,pt1958,1958,42.05903545,1.807951331,401367.9237,4657018.282,,,,,yes
977,pt1960,1960,42.03766543,1.880085671,407305.4538,4654564.845,,,,23,no
978,pt1962,1962,42.12133553,1.878613313,407305.4538,4663856.551,,,276,,no
979,pt1964,1964,42.15320557,1.797754846,400671.3677,4667486.124,,,,,yes
980,pt1966,1966,42.16852893,1.962143432,414273.8856,4669009.327,,,,,yes
981,pt1968,1968,42.21408649,1.869938486,406724.7512,4674164.537,,,,,yes
982,pt1970,1970,42.21473148,1.869047563,406652.1634,4674237.129,,,280,,no
983,pt1972,1972,42.23178197,1.748229917,396707.6305,4676269.69,,,590,,no
984,pt1974,1974,42.25700855,1.847172103,404910.0554,4678955.573,,,282,,no
985,pt1976,1976,42.23458985,1.89420434,408757.2105,4676414.872,,,,,yes
986,pt1978,1978,42.24449296,1.974976613,415435.2909,4677431.153,EDAR POBLA DE LILLET,ES9081660001010E,,,no
987,pt1980,1980,42.24823589,2.029469387,419935.7365,4677794.11,,,,,yes
988,pt1982,1982,42.26223606,1.985250287,416306.3449,4679391.122,,,,,yes
989,pt1984,1984,41.0194488,0.826797929,317277.9586,4543190.97,,,1,,no
990,pt1986,1986,41.1680338,1.045342456,336024.2036,4559252.267,,,11,,no
991,pt1988,1988,41.10197048,1.122502988,342339.3449,4551775.347,,,13,,no
992,pt1990,1990,41.37094267,1.178146319,347638.2566,4581537.843,EDAR MONTBLANC,ES9430860003010E,,,no
993,pt1992,1992,41.16696633,1.353394967,361865.4715,4558598.944,,,,,yes
994,pt1994,1994,41.22103943,1.53215759,376963.7404,4564333.669,,,61,,no
995,pt1996,1996,41.27427255,1.502365644,374568.342,4570286.168,,,63,,no
996,pt1998,1998,41.3803884,1.622331465,384803.2262,4581900.8,,,79,,no
997,pt2000,2000,41.34554955,1.662108788,388069.6786,4577980.862,,,,,yes
998,pt2002,2002,41.30092298,2.038445408,419500.2095,4572609.094,,,95,,no
999,pt2004,2004,41.33135602,2.003300414,416596.6962,4576020.893,,,,,yes
1000,pt2006,2006,41.3919294,2.052733901,420806.7904,4582699.306,,,101,,no
1001,pt2008,2008,41.67128543,1.855068204,404692.2919,4613913.631,,,198,,no
1002,pt2010,2010,41.68929871,1.647518943,387446.291,4616163.966,,,,,yes
1003,pt2012,2012,41.74808379,1.588307071,382625.5912,4622769.789,,,211,,no
1004,pt2014,2014,42.11109607,1.746593399,396375.7517,4662871.333,,,,,yes
1005,pt2016,2016,41.77086292,2.017485955,418338.8042,4624802.349,,,249,,no
1006,pt2018,2018,41.91942842,2.099421111,425321.8499,4641222.632,,,,,yes
1007,pt2020,2020,41.86211904,1.985479858,415798.2301,4634965.153,,,,,yes
1008,pt2022,2022,41.26506284,1.222686383,351122.4725,4569705.436,,,,,yes
1009,pt2024,2024,41.39894277,1.051461607,337113.0211,4584877.05,,,43,,no
1010,pt2026,2026,41.07181934,1.001541867,332104.4607,4548653.915,EDAR MONT-ROIG DEL CAMP (POBLE),ES9430920002010E,2,,no
1011,pt2028,2028,41.06284938,1.012179693,332975.5147,4547637.635,,,4,,no
1012,pt2030,2030,41.36087111,1.806721095,400191.8464,4579505.283,,,92,,no
1013,pt2032,2032,41.39953345,1.753045497,395763.9887,4583860.77,,,142,,no
1014,pt2034,2034,41.39555456,1.747911856,395328.4617,4583425.221,,,138,,no
1015,pt2036,2036,41.86513428,1.887475091,407668.393,4635400.701,,,,,yes
1016,pt2038,2038,42.10679878,1.570717818,381827.1251,4662622.496,,,,12,no
1017,pt2040,2040,41.77033676,2.113560448,426323.4656,4624657.166,,,,,yes
1018,pt2042,2042,42.24242118,1.764735901,398086.7993,4677431.153,,,589,,no
1019,pt2044,2044,42.16826102,1.863724329,406144.0485,4669083.136,,,,22,no
1020,pt2046,2046,41.18975433,1.545218244,378000.4242,4560842.048,,,60,,no
1021,pt2048,2048,41.51933119,1.438443633,369704.9573,4597587.478,,,,,yes
1022,pt2050,2050,41.52002582,1.398410134,366365.917,4597725.737,EDAR SANTA COLOMA DE QUERALT,ES9431390004010E,,,no
1023,pt2052,2052,42.14600173,1.860608623,405853.6972,4666615.026,EDAR CERCS,ES9082680005010E,278,,no
1024,pt2054,2054,42.02628614,1.562878073,381028.6589,4653693.748,,,,9,no
1025,pt2056,2056,42.08816591,2.092473126,424944.2968,4659963.699,,,,,yes
1026,pt2058,2058,41.26699185,1.495599538,373987.6393,4569487.662,,,62,,no
1027,pt2060,2060,41.28448248,1.479595482,372681.0583,4571452.816,,,,,yes
1028,pt2062,2062,41.52929718,1.911520113,409192.7374,4598088.695,,,,,yes
1029,pt2064,2064,41.97947042,1.531513244,378342.9092,4648539.754,,,,,yes
1030,pt2066,2066,41.04734536,0.876191659,321506.6373,4546185.806,,,,,yes
1031,pt2068,2068,41.2879263,2.048171778,420298.6756,4571157.265,,,,,yes
1032,pt2070,2070,41.3650882,1.180045378,347783.4322,4580884.52,,,,,yes
1033,pt2072,2072,41.92748841,1.664900126,389303.6717,4642587.255,,,227,,no
1034,pt2074,2074,42.03544749,1.56354859,381101.2468,4654710.028,,,,,yes
1035,pt2076,2076,42.04805557,1.872886209,406724.7512,4655726.308,,,,,yes
1036,pt2078,2078,41.88278412,1.887168938,407668.393,4637360.671,,,259,,no
1037,pt2080,2080,41.1070824,1.075677959,338419.602,4552428.67,,,10,,no
1038,pt2082,2082,41.04860453,0.873560205,321288.8738,4546330.988,,,,,yes
1039,pt2084,2084,41.22972732,1.032246862,335080.5618,4566126.377,,,12,,no
1040,pt2086,2086,41.23023503,1.089391097,339871.3586,4566075.864,,,34,,no
1041,pt2088,2088,41.26306196,1.220141161,350904.709,4569487.662,,,37,,no
1042,pt2090,2090,41.25641967,1.171802718,346839.7904,4568834.339,EDAR ALCOVER,ES9430050001010E,,,no
1043,pt2092,2092,41.27778661,1.28560981,356421.3842,4571012.082,,,49,,no
1044,pt2094,2094,41.27695053,1.107095771,341468.2909,4571229.857,,,36,,no
1045,pt2096,2096,41.26555504,1.129954628,343355.5745,4569923.211,,,,,yes
1046,pt2098,2098,41.30579238,1.192967455,348727.074,4574278.698,,,41,,no
1047,pt2100,2100,41.29290571,1.024601232,334599.2906,4573155.186,,,,,yes
1048,pt2102,2102,41.35649586,1.174210686,347275.3174,4579940.831,,,,16,no
1049,pt2104,2104,41.39064514,1.183673505,348146.3714,4583715.587,,,46,,no
1050,pt2106,2106,41.44256643,1.24304776,353227.5196,4589377.72,,,48,,no
1051,pt2108,2108,41.393506,1.11760878,342629.6962,4584151.136,"EDAR ESPLUGA DE FRANCOL?Ï, L'",ES9430540002010E,,,no
1052,pt2110,2110,41.37142232,1.047943716,336750.0819,4581828.209,,,,,yes
1053,pt2112,2112,41.37751248,0.992872617,332159.9261,4582609.592,,,,,yes
1054,pt2114,2114,41.22542254,1.371847186,363534.9916,4565059.583,,,,,yes
1055,pt2116,2116,41.19537685,1.328445948,359833.0122,4561792.968,,,,,yes
1056,pt2118,2118,41.28999624,1.360706924,362736.5255,4572246.137,,,57,,no
1057,pt2120,2120,41.3022259,1.393347566,365494.8631,4573552.783,,,56,,no
1058,pt2122,2122,41.40588772,1.326451069,360116.4104,4585167.416,,,,,yes
1059,pt2124,2124,41.29409964,1.57039928,380302.7806,4572391.32,EDAR SANT JAUME DELS DOMENYS (CORNUDELLA),ES9431370002010E,,,no
1060,pt2126,2126,41.25583995,1.650944865,386980.8611,4568035.833,,,,,yes
